Store,Date,Temperature,Fuel_Price,Stock Price,Unemployment,HolidayIndicator
7,3/2/2012,22.2,3.031,196.8728921,8.256,FALSE
7,10/2/2012,18.79,3.103,196.9195056,8.256,TRUE
7,17/02/2012,27.03,3.113,196.9432711,8.256,FALSE
7,24/02/2012,24.41,3.129,196.9499007,8.256,FALSE
7,2/3/2012,21.64,3.191,196.9565303,8.256,FALSE
7,9/3/2012,30.1,3.286,196.9631599,8.256,FALSE
7,16/03/2012,37.29,3.486,197.0457208,8.256,FALSE
7,23/03/2012,35.06,3.664,197.2295234,8.256,FALSE
7,30/03/2012,44.99,3.75,197.4133259,8.256,FALSE
7,6/4/2012,44.29,3.854,197.5971285,8.09,FALSE
7,13/04/2012,41.43,3.901,197.780931,8.09,FALSE
7,20/04/2012,39.3,3.936,197.7227385,8.09,FALSE
7,27/04/2012,51.49,3.927,197.664546,8.09,FALSE
7,4/5/2012,45.38,3.903,197.6063534,8.09,FALSE
7,11/5/2012,48.54,3.87,197.5481609,8.09,FALSE
7,18/05/2012,49.41,3.837,197.5553137,8.09,FALSE
7,25/05/2012,50.6,3.804,197.5886046,8.09,FALSE
7,1/6/2012,55.06,3.764,197.6218954,8.09,FALSE
7,8/6/2012,63.07,3.741,197.6551863,8.09,FALSE
7,15/06/2012,59.33,3.723,197.692292,8.09,FALSE
7,22/06/2012,63.69,3.735,197.7389345,8.09,FALSE
7,29/06/2012,68.84,3.693,197.785577,8.09,FALSE
7,6/7/2012,64.67,3.646,197.8322195,7.872,FALSE
7,13/07/2012,64.21,3.613,197.8788621,7.872,FALSE
7,20/07/2012,62.87,3.585,197.9290378,7.872,FALSE
7,27/07/2012,64.6,3.57,197.9792136,7.872,FALSE
7,3/8/2012,61.83,3.528,198.0293893,7.872,FALSE
7,10/8/2012,63.41,3.509,198.0795651,7.872,FALSE
7,17/08/2012,59.66,3.545,198.1001057,7.872,FALSE
7,24/08/2012,59.27,3.558,198.0984199,7.872,FALSE
7,31/08/2012,60.46,3.556,198.0967341,7.872,FALSE
7,7/9/2012,57.84,3.596,198.0950484,7.872,TRUE
7,14/09/2012,53.66,3.659,198.1267184,7.872,FALSE
7,21/09/2012,51.77,3.765,198.358523,7.872,FALSE
7,28/09/2012,50.64,3.789,198.5903276,7.872,FALSE
7,5/10/2012,48.43,3.779,198.8221322,7.557,FALSE
7,12/10/2012,41.43,3.76,199.0539368,7.557,FALSE
7,19/10/2012,43.01,3.75,199.1481963,7.557,FALSE
7,26/10/2012,42.53,3.686,199.2195317,7.557,FALSE
7,2/11/2012,37.2,3.604,199.2908671,7.557,FALSE
7,9/11/2012,36.89,3.545,199.3622024,7.557,FALSE
7,16/11/2012,23.91,3.479,199.4313603,7.557,FALSE
7,23/11/2012,34.81,3.45,199.4976149,7.557,TRUE
7,30/11/2012,28.1,3.436,199.5638695,7.557,FALSE
7,7/12/2012,34.19,3.373,199.6301241,7.557,FALSE
7,14/12/2012,20.93,3.303,199.7190578,7.557,FALSE
7,21/12/2012,12.57,3.218,199.9440662,7.557,FALSE
7,28/12/2012,2.32,3.108,200.1690745,7.557,TRUE
7,4/1/2013,-6.08,3.034,200.3940829,7.107,FALSE
7,11/1/2013,-6.61,2.957,200.6190912,7.107,FALSE
7,18/01/2013,-7.29,2.889,200.7382625,7.107,FALSE
7,25/01/2013,4,2.872,200.815099,7.107,FALSE
7,1/2/2013,25.67,2.998,200.8919355,7.107,FALSE
7,8/2/2013,11.26,3.214,200.968772,7.107,TRUE
7,15/02/2013,13.73,3.391,201.040053,7.107,FALSE
7,22/02/2013,13.39,3.563,201.0974452,7.107,FALSE
7,1/3/2013,11.94,3.638,201.1548374,7.107,FALSE
7,8/3/2013,24.24,3.624,201.2122297,7.107,FALSE
7,15/03/2013,30.09,3.607,201.2410473,7.107,FALSE
7,22/03/2013,30.94,3.609,201.1984283,7.107,FALSE
7,29/03/2013,26.56,3.605,201.1558092,7.107,FALSE
7,5/4/2013,39.3,3.633,201.1131902,6.953,FALSE
7,12/4/2013,34.79,3.642,201.0705712,6.953,FALSE
7,19/04/2013,29.7,3.603,201.0705712,6.953,FALSE
7,26/04/2013,35.7,3.568,201.0705712,6.953,FALSE
7,3/5/2013,42.36,3.573,NA,NA,FALSE
7,10/5/2013,44.11,3.609,NA,NA,FALSE
7,17/05/2013,53.23,3.703,NA,NA,FALSE
7,24/05/2013,50.09,3.884,NA,NA,FALSE
7,31/05/2013,50.7,3.87,NA,NA,FALSE
7,7/6/2013,50.92,3.825,NA,NA,FALSE
7,14/06/2013,54.81,3.797,NA,NA,FALSE
7,21/06/2013,52.16,3.736,NA,NA,FALSE
7,28/06/2013,55.28,3.691,NA,NA,FALSE
7,5/7/2013,53.86,3.637,NA,NA,FALSE
7,12/7/2013,59.99,3.583,NA,NA,FALSE
7,19/07/2013,55.22,3.585,NA,NA,FALSE
7,26/07/2013,56.69,3.582,NA,NA,FALSE
8,5/2/2010,34.14,2.572,214.4714512,6.299,FALSE
8,12/2/2010,33.34,2.548,214.6214189,6.299,TRUE
8,19/02/2010,39.1,2.514,214.6664878,6.299,FALSE
8,26/02/2010,37.91,2.561,214.6940735,6.299,FALSE
8,5/3/2010,45.64,2.625,214.7216592,6.299,FALSE
8,12/3/2010,49.76,2.667,214.7492449,6.299,FALSE
8,19/03/2010,47.26,2.72,214.5764954,6.299,FALSE
8,26/03/2010,46.51,2.732,214.3703567,6.299,FALSE
8,2/4/2010,60.18,2.719,214.164218,6.29,FALSE
8,9/4/2010,59.25,2.77,213.9580793,6.29,FALSE
8,16/04/2010,62.66,2.808,213.8186357,6.29,FALSE
8,23/04/2010,56.1,2.795,213.768119,6.29,FALSE
8,30/04/2010,61.01,2.78,213.7176024,6.29,FALSE
8,7/5/2010,62.68,2.835,213.6670857,6.29,FALSE
8,14/05/2010,61.35,2.854,213.6655355,6.29,FALSE
8,21/05/2010,66.03,2.826,213.9577839,6.29,FALSE
8,28/05/2010,74.71,2.759,214.2500323,6.29,FALSE
8,4/6/2010,75.71,2.705,214.5422806,6.29,FALSE
8,11/6/2010,82.21,2.668,214.834529,6.29,FALSE
8,18/06/2010,78.79,2.637,214.8324452,6.29,FALSE
8,25/06/2010,81.78,2.653,214.7126286,6.29,FALSE
8,2/7/2010,74.78,2.669,214.5928119,6.315,FALSE
8,9/7/2010,72.49,2.642,214.4729952,6.315,FALSE
8,16/07/2010,77.49,2.623,214.4640599,6.315,FALSE
8,23/07/2010,78.29,2.608,214.6029664,6.315,FALSE
8,30/07/2010,76.02,2.64,214.7418728,6.315,FALSE
8,6/8/2010,80.37,2.627,214.8807793,6.315,FALSE
8,13/08/2010,80.11,2.692,215.0196857,6.315,FALSE
8,20/08/2010,79.36,2.664,214.9779825,6.315,FALSE
8,27/08/2010,74.92,2.619,214.9362793,6.315,FALSE
8,3/9/2010,76.14,2.577,214.894576,6.315,FALSE
8,10/9/2010,74.34,2.565,214.8528728,6.315,TRUE
8,17/09/2010,75.32,2.582,214.8785562,6.315,FALSE
8,24/09/2010,72.21,2.624,214.9547795,6.315,FALSE
8,1/10/2010,68.7,2.603,215.0310029,6.433,FALSE
8,8/10/2010,62.94,2.633,215.1072262,6.433,FALSE
8,15/10/2010,62.59,2.72,215.1757,6.433,FALSE
8,22/10/2010,62.86,2.725,215.2248,6.433,FALSE
8,29/10/2010,57.93,2.716,215.2739,6.433,FALSE
8,5/11/2010,55.76,2.689,215.323,6.433,FALSE
8,12/11/2010,54.89,2.728,215.3721,6.433,FALSE
8,19/11/2010,43.86,2.771,215.2538714,6.433,FALSE
8,26/11/2010,51.07,2.735,215.1077548,6.433,TRUE
8,3/12/2010,42.85,2.708,214.9616381,6.433,FALSE
8,10/12/2010,42.47,2.843,214.8155214,6.433,FALSE
8,17/12/2010,45.03,2.869,214.7510843,6.433,FALSE
8,24/12/2010,45.67,2.886,214.7479069,6.433,FALSE
8,31/12/2010,41.47,2.943,214.7447295,6.433,TRUE
8,7/1/2011,35.77,2.976,214.7415521,6.262,FALSE
8,14/01/2011,31.62,2.983,214.7930991,6.262,FALSE
8,21/01/2011,42.06,3.016,215.1729926,6.262,FALSE
8,28/01/2011,39.26,3.01,215.5528862,6.262,FALSE
8,4/2/2011,24.48,2.989,215.9327797,6.262,FALSE
8,11/2/2011,28.26,3.022,216.3126733,6.262,TRUE
8,18/02/2011,50.64,3.045,216.6310383,6.262,FALSE
8,25/02/2011,51.29,3.065,216.9247918,6.262,FALSE
8,4/3/2011,53.18,3.288,217.2185454,6.262,FALSE
8,11/3/2011,49.14,3.459,217.512299,6.262,FALSE
8,18/03/2011,56.68,3.488,217.7705442,6.262,FALSE
8,25/03/2011,59.74,3.473,218.0145862,6.262,FALSE
8,1/4/2011,49.86,3.524,218.2586281,6.297,FALSE
8,8/4/2011,65.62,3.622,218.50267,6.297,FALSE
8,15/04/2011,63.55,3.743,218.7262524,6.297,FALSE
8,22/04/2011,65.11,3.807,218.8986857,6.297,FALSE
8,29/04/2011,62.29,3.81,219.071119,6.297,FALSE
8,6/5/2011,58.92,3.906,219.2435524,6.297,FALSE
8,13/05/2011,72.96,3.899,219.4159857,6.297,FALSE
8,20/05/2011,65.54,3.907,219.1746922,6.297,FALSE
8,27/05/2011,73.14,3.786,218.9333986,6.297,FALSE
8,3/6/2011,82.05,3.699,218.6921051,6.297,FALSE
8,10/6/2011,82.21,3.648,218.4508115,6.297,FALSE
8,17/06/2011,84.73,3.637,218.4021448,6.297,FALSE
8,24/06/2011,83.94,3.594,218.4979481,6.297,FALSE
8,1/7/2011,87.26,3.524,218.5937514,6.425,FALSE
8,8/7/2011,83.57,3.48,218.6895548,6.425,FALSE
8,15/07/2011,84.26,3.575,218.7746217,6.425,FALSE
8,22/07/2011,85.46,3.651,218.8328475,6.425,FALSE
8,29/07/2011,86.46,3.682,218.8910733,6.425,FALSE
8,5/8/2011,85.15,3.684,218.9492991,6.425,FALSE
8,12/8/2011,86.05,3.638,219.0075249,6.425,FALSE
8,19/08/2011,82.92,3.554,219.0701968,6.425,FALSE
8,26/08/2011,84.69,3.523,219.1336097,6.425,FALSE
8,2/9/2011,84.77,3.533,219.1970226,6.425,FALSE
8,9/9/2011,69.01,3.546,219.2604355,6.425,TRUE
8,16/09/2011,69.09,3.526,219.4442443,6.425,FALSE
8,23/09/2011,68.72,3.467,219.788581,6.425,FALSE
8,30/09/2011,72.2,3.355,220.1329176,6.425,FALSE
8,7/10/2011,67.61,3.285,220.4772543,6.123,FALSE
8,14/10/2011,61.74,3.274,220.7960935,6.123,FALSE
8,21/10/2011,59.97,3.353,220.9619484,6.123,FALSE
8,28/10/2011,56.86,3.372,221.1278032,6.123,FALSE
8,4/11/2011,49.68,3.332,221.2936581,6.123,FALSE
8,11/11/2011,50.56,3.297,221.4595129,6.123,FALSE
8,18/11/2011,51.72,3.308,221.6911738,6.123,FALSE
8,25/11/2011,49.61,3.236,221.9491571,6.123,TRUE
8,2/12/2011,40.82,3.172,222.2071405,6.123,FALSE
8,9/12/2011,30.51,3.158,222.4651238,6.123,FALSE
8,16/12/2011,39.79,3.159,222.6910959,6.123,FALSE
8,23/12/2011,38.16,3.112,222.8743862,6.123,FALSE
8,30/12/2011,36.33,3.129,223.0576765,6.123,TRUE
8,6/1/2012,43.47,3.157,223.2409668,5.825,FALSE
8,13/01/2012,36.46,3.261,223.4242571,5.825,FALSE
8,20/01/2012,46.81,3.268,223.5188055,5.825,FALSE
8,27/01/2012,45.52,3.29,223.6133539,5.825,FALSE
8,3/2/2012,45.56,3.36,223.7079023,5.825,FALSE
8,10/2/2012,35.71,3.409,223.8024507,5.825,TRUE
8,17/02/2012,37.51,3.51,223.9658621,5.825,FALSE
8,24/02/2012,46.33,3.555,224.1809207,5.825,FALSE
8,2/3/2012,50.95,3.63,224.3959793,5.825,FALSE
8,9/3/2012,49.59,3.669,224.6110379,5.825,FALSE
8,16/03/2012,56.63,3.734,224.7657327,5.825,FALSE
8,23/03/2012,52.9,3.787,224.8399424,5.825,FALSE
8,30/03/2012,66.69,3.845,224.9141521,5.825,FALSE
8,6/4/2012,62.18,3.891,224.9883618,5.679,FALSE
8,13/04/2012,65.19,3.891,225.0625714,5.679,FALSE
8,20/04/2012,63.59,3.877,225.1179914,5.679,FALSE
8,27/04/2012,70.34,3.814,225.1734114,5.679,FALSE
8,4/5/2012,73.96,3.749,225.2288314,5.679,FALSE
8,11/5/2012,64.96,3.688,225.2842514,5.679,FALSE
8,18/05/2012,64.16,3.63,225.3002908,5.679,FALSE
8,25/05/2012,76.11,3.561,225.3005779,5.679,FALSE
8,1/6/2012,78.31,3.501,225.300865,5.679,FALSE
8,8/6/2012,74.28,3.452,225.3011521,5.679,FALSE
8,15/06/2012,77.14,3.393,225.3134743,5.679,FALSE
8,22/06/2012,78.85,3.346,225.3558843,5.679,FALSE
8,29/06/2012,84.47,3.286,225.3982943,5.679,FALSE
8,6/7/2012,81.24,3.227,225.4407043,5.401,FALSE
8,13/07/2012,78.46,3.256,225.4831143,5.401,FALSE
8,20/07/2012,79.94,3.311,225.4930078,5.401,FALSE
8,27/07/2012,81.71,3.407,225.5029014,5.401,FALSE
8,3/8/2012,85.06,3.417,225.5127949,5.401,FALSE
8,10/8/2012,83.74,3.494,225.5226885,5.401,FALSE
8,17/08/2012,81.21,3.571,225.6050797,5.401,FALSE
8,24/08/2012,73.77,3.62,225.7418442,5.401,FALSE
8,31/08/2012,75.33,3.638,225.8786088,5.401,FALSE
8,7/9/2012,80.87,3.73,226.0153733,5.401,TRUE
8,14/09/2012,67.21,3.717,226.1615981,5.401,FALSE
8,21/09/2012,66.96,3.721,226.3645848,5.401,FALSE
8,28/09/2012,71.1,3.666,226.5675714,5.401,FALSE
8,5/10/2012,61.41,3.617,226.7705581,5.124,FALSE
8,12/10/2012,55.03,3.601,226.9735448,5.124,FALSE
8,19/10/2012,62.99,3.594,227.0184166,5.124,FALSE
8,26/10/2012,64.74,3.506,227.0369359,5.124,FALSE
8,2/11/2012,53.41,3.386,227.0554553,5.124,FALSE
8,9/11/2012,58.95,3.314,227.0739747,5.124,FALSE
8,16/11/2012,48.24,3.252,227.1065086,5.124,FALSE
8,23/11/2012,53.59,3.211,227.1577286,5.124,TRUE
8,30/11/2012,48.92,3.207,227.2089486,5.124,FALSE
8,7/12/2012,53.13,3.198,227.2601686,5.124,FALSE
8,14/12/2012,40.41,3.168,227.3214378,5.124,FALSE
8,21/12/2012,43.31,3.098,227.4430023,5.124,FALSE
8,28/12/2012,33.68,3.108,227.5645668,5.124,TRUE
8,4/1/2013,29.75,3.161,227.6861313,5.212,FALSE
8,11/1/2013,38.79,3.243,227.8076959,5.212,FALSE
8,18/01/2013,31.83,3.237,227.8390876,5.212,FALSE
8,25/01/2013,44.34,3.227,227.8344101,5.212,FALSE
8,1/2/2013,46.81,3.244,227.8297327,5.212,FALSE
8,8/2/2013,47.16,3.417,227.8250553,5.212,TRUE
8,15/02/2013,40.34,3.475,227.8635,5.212,FALSE
8,22/02/2013,40.81,3.597,228.00975,5.212,FALSE
8,1/3/2013,37.3,3.711,228.156,5.212,FALSE
8,8/3/2013,51.05,3.658,228.30225,5.212,FALSE
8,15/03/2013,51.54,3.622,228.4315779,5.212,FALSE
8,22/03/2013,54.41,3.611,228.5186005,5.212,FALSE
8,29/03/2013,48.41,3.606,228.605623,5.212,FALSE
8,5/4/2013,52.56,3.583,228.6926456,5.024,FALSE
8,12/4/2013,57.36,3.529,228.7796682,5.024,FALSE
8,19/04/2013,58.84,3.451,228.7796682,5.024,FALSE
8,26/04/2013,56.04,3.417,228.7796682,5.024,FALSE
8,3/5/2013,61.99,3.386,NA,NA,FALSE
8,10/5/2013,60.86,3.392,NA,NA,FALSE
8,17/05/2013,68.96,3.454,NA,NA,FALSE
8,24/05/2013,75.19,3.494,NA,NA,FALSE
8,31/05/2013,78.64,3.466,NA,NA,FALSE
8,7/6/2013,75.82,3.439,NA,NA,FALSE
8,14/06/2013,79.04,3.431,NA,NA,FALSE
8,21/06/2013,77.28,3.479,NA,NA,FALSE
8,28/06/2013,85.64,3.495,NA,NA,FALSE
8,5/7/2013,76.18,3.422,NA,NA,FALSE
8,12/7/2013,83.16,3.4,NA,NA,FALSE
8,19/07/2013,72.86,3.556,NA,NA,FALSE
8,26/07/2013,78.7,3.62,NA,NA,FALSE
9,5/2/2010,38.01,2.572,214.6554591,6.415,FALSE
9,12/2/2010,37.08,2.548,214.8056534,6.415,TRUE
9,19/02/2010,43.06,2.514,214.8506185,6.415,FALSE
9,26/02/2010,43.83,2.561,214.8780453,6.415,FALSE
9,5/3/2010,48.43,2.625,214.9054721,6.415,FALSE
9,12/3/2010,55.76,2.667,214.932899,6.415,FALSE
9,19/03/2010,53.15,2.72,214.7597274,6.415,FALSE
9,26/03/2010,51.8,2.732,214.5531227,6.415,FALSE
9,2/4/2010,65.21,2.719,214.3465181,6.384,FALSE
9,9/4/2010,64.95,2.77,214.1399135,6.384,FALSE
9,16/04/2010,66.09,2.808,214.0001817,6.384,FALSE
9,23/04/2010,61.26,2.795,213.9496138,6.384,FALSE
9,30/04/2010,66.07,2.78,213.8990459,6.384,FALSE
9,7/5/2010,68.58,2.835,213.848478,6.384,FALSE
9,14/05/2010,70.53,2.854,213.8469819,6.384,FALSE
9,21/05/2010,71.5,2.826,214.1399162,6.384,FALSE
9,28/05/2010,77.12,2.759,214.4328505,6.384,FALSE
9,4/6/2010,79.65,2.705,214.7257848,6.384,FALSE
9,11/6/2010,83.75,2.668,215.0187191,6.384,FALSE
9,18/06/2010,82.99,2.637,215.0166484,6.384,FALSE
9,25/06/2010,85.02,2.653,214.8965756,6.384,FALSE
9,2/7/2010,78.55,2.669,214.7765028,6.442,FALSE
9,9/7/2010,78.51,2.642,214.6564301,6.442,FALSE
9,16/07/2010,82.93,2.623,214.6474453,6.442,FALSE
9,23/07/2010,84.49,2.608,214.7865779,6.442,FALSE
9,30/07/2010,79.83,2.64,214.9257105,6.442,FALSE
9,6/8/2010,87.09,2.627,215.064843,6.442,FALSE
9,13/08/2010,86.85,2.692,215.2039756,6.442,FALSE
9,20/08/2010,86.3,2.664,215.1619646,6.442,FALSE
9,27/08/2010,84.01,2.619,215.1199536,6.442,FALSE
9,3/9/2010,82.47,2.577,215.0779426,6.442,FALSE
9,10/9/2010,77.7,2.565,215.0359315,6.442,TRUE
9,17/09/2010,81.19,2.582,215.0615285,6.442,FALSE
9,24/09/2010,77.15,2.624,215.1378313,6.442,FALSE
9,1/10/2010,69.08,2.603,215.2141341,6.56,FALSE
9,8/10/2010,65.35,2.633,215.290437,6.56,FALSE
9,15/10/2010,67.36,2.72,215.3589917,6.56,FALSE
9,22/10/2010,69.99,2.725,215.4081762,6.56,FALSE
9,29/10/2010,64.43,2.716,215.4573607,6.56,FALSE
9,5/11/2010,58.69,2.689,215.5065452,6.56,FALSE
9,12/11/2010,61.59,2.728,215.5557297,6.56,FALSE
9,19/11/2010,49.96,2.771,215.4372854,6.56,FALSE
9,26/11/2010,60.18,2.735,215.2909028,6.56,TRUE
9,3/12/2010,49.89,2.708,215.1445203,6.56,FALSE
9,10/12/2010,46.1,2.843,214.9981378,6.56,FALSE
9,17/12/2010,49.7,2.869,214.9334937,6.56,FALSE
9,24/12/2010,50.93,2.886,214.9301534,6.56,FALSE
9,31/12/2010,45.92,2.943,214.9268131,6.56,TRUE
9,7/1/2011,41.82,2.976,214.9234729,6.416,FALSE
9,14/01/2011,36.43,2.983,214.9749587,6.416,FALSE
9,21/01/2011,44.72,3.016,215.3554013,6.416,FALSE
9,28/01/2011,43.9,3.01,215.7358438,6.416,FALSE
9,4/2/2011,31.82,2.989,216.1162864,6.416,FALSE
9,11/2/2011,34.13,3.022,216.496729,6.416,TRUE
9,18/02/2011,58.5,3.045,216.8154856,6.416,FALSE
9,25/02/2011,59.01,3.065,217.1095679,6.416,FALSE
9,4/3/2011,60.67,3.288,217.4036503,6.416,FALSE
9,11/3/2011,54.75,3.459,217.6977326,6.416,FALSE
9,18/03/2011,63.82,3.488,217.9563371,6.416,FALSE
9,25/03/2011,68.79,3.473,218.2007506,6.416,FALSE
9,1/4/2011,56.12,3.524,218.445164,6.38,FALSE
9,8/4/2011,71.4,3.622,218.6895775,6.38,FALSE
9,15/04/2011,71.9,3.743,218.9134935,6.38,FALSE
9,22/04/2011,72.35,3.807,219.0861659,6.38,FALSE
9,29/04/2011,70.85,3.81,219.2588382,6.38,FALSE
9,6/5/2011,62.2,3.906,219.4315106,6.38,FALSE
9,13/05/2011,77.66,3.899,219.6041829,6.38,FALSE
9,20/05/2011,70.49,3.907,219.3622809,6.38,FALSE
9,27/05/2011,80.42,3.786,219.1203788,6.38,FALSE
9,3/6/2011,85.8,3.699,218.8784768,6.38,FALSE
9,10/6/2011,85.81,3.648,218.6365747,6.38,FALSE
9,17/06/2011,89.15,3.637,218.5877333,6.38,FALSE
9,24/06/2011,86.74,3.594,218.6836874,6.38,FALSE
9,1/7/2011,89.14,3.524,218.7796415,6.404,FALSE
9,8/7/2011,89.04,3.48,218.8755955,6.404,FALSE
9,15/07/2011,90.45,3.575,218.9607242,6.404,FALSE
9,22/07/2011,89.08,3.651,219.0187895,6.404,FALSE
9,29/07/2011,91.1,3.682,219.0768548,6.404,FALSE
9,5/8/2011,91.52,3.684,219.1349201,6.404,FALSE
9,12/8/2011,91.63,3.638,219.1929854,6.404,FALSE
9,19/08/2011,85.8,3.554,219.2556109,6.404,FALSE
9,26/08/2011,88.95,3.523,219.3189965,6.404,FALSE
9,2/9/2011,89.33,3.533,219.382382,6.404,FALSE
9,9/9/2011,75.65,3.546,219.4457675,6.404,TRUE
9,16/09/2011,77.95,3.526,219.6297841,6.404,FALSE
9,23/09/2011,74.42,3.467,219.9746423,6.404,FALSE
9,30/09/2011,78.45,3.355,220.3195004,6.404,FALSE
9,7/10/2011,72.62,3.285,220.6643585,6.054,FALSE
9,14/10/2011,67.27,3.274,220.9836849,6.054,FALSE
9,21/10/2011,65.46,3.353,221.1498206,6.054,FALSE
9,28/10/2011,63.96,3.372,221.3159563,6.054,FALSE
9,4/11/2011,54.46,3.332,221.4820921,6.054,FALSE
9,11/11/2011,58.28,3.297,221.6482278,6.054,FALSE
9,18/11/2011,58.8,3.308,221.8803923,6.054,FALSE
9,25/11/2011,54.32,3.236,222.1389683,6.054,TRUE
9,2/12/2011,46.84,3.172,222.3975443,6.054,FALSE
9,9/12/2011,37.65,3.158,222.6561203,6.054,FALSE
9,16/12/2011,47.31,3.159,222.8825484,6.054,FALSE
9,23/12/2011,44.43,3.112,223.0661125,6.054,FALSE
9,30/12/2011,43.41,3.129,223.2496766,6.054,TRUE
9,6/1/2012,47.54,3.157,223.4332408,5.667,FALSE
9,13/01/2012,42.44,3.261,223.6168049,5.667,FALSE
9,20/01/2012,51.56,3.268,223.7114288,5.667,FALSE
9,27/01/2012,49.38,3.29,223.8060527,5.667,FALSE
9,3/2/2012,54.43,3.36,223.9006766,5.667,FALSE
9,10/2/2012,44.03,3.409,223.9953006,5.667,TRUE
9,17/02/2012,43.81,3.51,224.1588663,5.667,FALSE
9,24/02/2012,53.67,3.555,224.3741384,5.667,FALSE
9,2/3/2012,57.2,3.63,224.5894104,5.667,FALSE
9,9/3/2012,54.03,3.669,224.8046825,5.667,FALSE
9,16/03/2012,59.94,3.734,224.9594902,5.667,FALSE
9,23/03/2012,58.79,3.787,225.0336786,5.667,FALSE
9,30/03/2012,67.87,3.845,225.107867,5.667,FALSE
9,6/4/2012,68.83,3.891,225.1820555,5.539,FALSE
9,13/04/2012,69.19,3.891,225.2562439,5.539,FALSE
9,20/04/2012,68.04,3.877,225.3117488,5.539,FALSE
9,27/04/2012,73.07,3.814,225.3672537,5.539,FALSE
9,4/5/2012,78.98,3.749,225.4227585,5.539,FALSE
9,11/5/2012,70.94,3.688,225.4782634,5.539,FALSE
9,18/05/2012,69.52,3.63,225.4942498,5.539,FALSE
9,25/05/2012,79.69,3.561,225.4944288,5.539,FALSE
9,1/6/2012,80.26,3.501,225.4946078,5.539,FALSE
9,8/6/2012,78.91,3.452,225.4947868,5.539,FALSE
9,15/06/2012,82.21,3.393,225.5070634,5.539,FALSE
9,22/06/2012,81.05,3.346,225.5495841,5.539,FALSE
9,29/06/2012,87.18,3.286,225.5921049,5.539,FALSE
9,6/7/2012,84.15,3.227,225.6346256,5.277,FALSE
9,13/07/2012,82.39,3.256,225.6771463,5.277,FALSE
9,20/07/2012,83.39,3.311,225.6871121,5.277,FALSE
9,27/07/2012,86.41,3.407,225.6970779,5.277,FALSE
9,3/8/2012,90.23,3.417,225.7070437,5.277,FALSE
9,10/8/2012,88.66,3.494,225.7170094,5.277,FALSE
9,17/08/2012,86.37,3.571,225.7995323,5.277,FALSE
9,24/08/2012,77.9,3.62,225.9364729,5.277,FALSE
9,31/08/2012,80.71,3.638,226.0734135,5.277,FALSE
9,7/9/2012,87.93,3.73,226.2103541,5.277,TRUE
9,14/09/2012,73.55,3.717,226.3567545,5.277,FALSE
9,21/09/2012,69.92,3.721,226.5599138,5.277,FALSE
9,28/09/2012,76.8,3.666,226.7630732,5.277,FALSE
9,5/10/2012,66.61,3.617,226.9662325,4.954,FALSE
9,12/10/2012,60.09,3.601,227.1693919,4.954,FALSE
9,19/10/2012,68.01,3.594,227.214288,4.954,FALSE
9,26/10/2012,69.52,3.506,227.2328068,4.954,FALSE
9,2/11/2012,56.26,3.386,227.2513257,4.954,FALSE
9,9/11/2012,63.9,3.314,227.2698446,4.954,FALSE
9,16/11/2012,53.15,3.252,227.3024293,4.954,FALSE
9,23/11/2012,59.74,3.211,227.3537683,4.954,TRUE
9,30/11/2012,53.86,3.207,227.4051073,4.954,FALSE
9,7/12/2012,61.19,3.198,227.4564463,4.954,FALSE
9,14/12/2012,46.2,3.168,227.5178253,4.954,FALSE
9,21/12/2012,53.23,3.098,227.6394441,4.954,FALSE
9,28/12/2012,40.51,3.108,227.7610629,4.954,TRUE
9,4/1/2013,34.65,3.161,227.8826817,5.049,FALSE
9,11/1/2013,42.47,3.243,228.0043006,5.049,FALSE
9,18/01/2013,36.34,3.237,228.0355358,5.049,FALSE
9,25/01/2013,49.14,3.227,228.0306176,5.049,FALSE
9,1/2/2013,52.1,3.244,228.0256994,5.049,FALSE
9,8/2/2013,52.91,3.417,228.0207813,5.049,TRUE
9,15/02/2013,46.86,3.475,228.0590854,5.049,FALSE
9,22/02/2013,45.91,3.597,228.2054451,5.049,FALSE
9,1/3/2013,43.73,3.711,228.3518049,5.049,FALSE
9,8/3/2013,54.57,3.658,228.4981646,5.049,FALSE
9,15/03/2013,56.06,3.622,228.6276239,5.049,FALSE
9,22/03/2013,60,3.611,228.714832,5.049,FALSE
9,29/03/2013,52.04,3.606,228.8020401,5.049,FALSE
9,5/4/2013,56.16,3.583,228.8892482,4.893,FALSE
9,12/4/2013,63.1,3.529,228.9764563,4.893,FALSE
9,19/04/2013,66.36,3.451,228.9764563,4.893,FALSE
9,26/04/2013,59.94,3.417,228.9764563,4.893,FALSE
9,3/5/2013,66.21,3.386,NA,NA,FALSE
9,10/5/2013,65.33,3.392,NA,NA,FALSE
9,17/05/2013,72.03,3.454,NA,NA,FALSE
9,24/05/2013,80.06,3.494,NA,NA,FALSE
9,31/05/2013,78.83,3.466,NA,NA,FALSE
9,7/6/2013,78.83,3.439,NA,NA,FALSE
9,14/06/2013,79.43,3.431,NA,NA,FALSE
9,21/06/2013,79.37,3.479,NA,NA,FALSE
9,28/06/2013,85.76,3.495,NA,NA,FALSE
9,5/7/2013,80.11,3.422,NA,NA,FALSE
9,12/7/2013,85.23,3.4,NA,NA,FALSE
9,19/07/2013,75.26,3.556,NA,NA,FALSE
9,26/07/2013,82.37,3.62,NA,NA,FALSE
